school,level,october_year,school_year,enrollment,max_enrollment,pct_of_max,KDG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH
MESA,Elementary,2016,2016-17,288.0,330.0,0.8727272727272727,48.0,49.0,58.0,56.0,,,,,,,,,
MESA,Elementary,2017,2017-18,272.0,330.0,0.8242424242424242,45.0,49.0,52.0,56.0,,,,,,,,,
MESA,Elementary,2018,2018-19,260.0,330.0,0.7878787878787878,,,,,,,,,,,,,
MESA,Elementary,2019,2019-20,261.0,330.0,0.7909090909090909,41.0,44.0,48.0,54.0,,,,,,,,,
MESA,Elementary,2020,2020-21,237.0,330.0,0.7181818181818181,41.0,42.0,40.0,50.0,,,,,,,,,
MESA,Elementary,2021,2021-22,247.0,330.0,0.7484848484848485,38.0,41.0,48.0,43.0,,,,,,,,,
MESA,Elementary,2022,2022-23,245.0,330.0,0.7424242424242424,43.0,42.0,46.0,49.0,,,,,,,,,
MESA,Elementary,2023,2023-24,233.0,330.0,0.706060606060606,26.0,33.0,34.0,44.0,46.0,50.0,13.0,,,,,,
MESA,Elementary,2024,2024-25,231.0,330.0,0.7,33.0,27.0,37.0,41.0,44.0,49.0,,,,,,,
MESA,Elementary,2025,2025-26,225.0,330.0,0.6818181818181818,28.0,36.0,31.0,37.0,46.0,47.0,,,,,,,
MONARCH,High School,2014,2014-15,1641.0,1726.0,0.9507531865585168,,,,,,,,,,,,,
MONARCH,High School,2015,2015-16,1653.0,1726.0,0.9577056778679026,,,,,,,,,,,,,
MONARCH,High School,2016,2016-17,1708.0,1726.0,0.9895712630359212,420.0,416.0,,,,,,,,,,,
MONARCH,High School,2017,2017-18,1726.0,1726.0,1.0,451.0,416.0,,,,,,,,,,,
MONARCH,High School,2018,2018-19,1706.0,1726.0,0.9884125144843569,,,,,,,,,,,,,
MONARCH,High School,2019,2019-20,1667.0,1726.0,0.9658169177288528,449.0,408.0,,,,,,,,,,,
MONARCH,High School,2020,2020-21,1582.0,1726.0,0.9165701042873696,358.0,429.0,,,,,,,,,,,
MONARCH,High School,2021,2021-22,1514.0,1726.0,0.8771726535341831,403.0,359.0,,,,,,,,,,,
MONARCH,High School,2022,2022-23,1516.0,1726.0,0.8783314020857474,400.0,403.0,,,,,,,,,,,
MONARCH,High School,2023,2023-24,1442.0,1726.0,0.8354577056778679,342.0,356.0,348.0,396.0,,,,,,,,,
MONARCH,High School,2024,2024-25,1421.0,1726.0,0.8232908458864426,384.0,351.0,346.0,340.0,,,,,,,,,
MONARCH,High School,2025,2025-26,1453.0,1726.0,0.8418308227114716,377.0,387.0,345.0,344.0,,,,,,,,,
MONARCH 6-8,Middle School,2014,2014-15,471.0,471.0,1.0,,,,,,,,,,,,,
MONARCH 6-8,Middle School,2015,2015-16,461.0,471.0,0.9787685774946921,,,,,,,,,,,,,
MONARCH 6-8,Middle School,2016,2016-17,467.0,471.0,0.9915074309978769,160.0,,,,,,,,,,,,
MONARCH 6-8,Middle School,2017,2017-18,405.0,471.0,0.8598726114649682,145.0,,,,,,,,,,,,
MONARCH 6-8,Middle School,2018,2018-19,394.0,471.0,0.8365180467091295,,,,,,,,,,,,,
MONARCH 6-8,Middle School,2019,2019-20,377.0,471.0,0.8004246284501062,121.0,,,,,,,,,,,,
MONARCH 6-8,Middle School,2020,2020-21,345.0,471.0,0.732484076433121,128.0,,,,,,,,,,,,
MONARCH 6-8,Middle School,2021,2021-22,368.0,471.0,0.7813163481953291,119.0,,,,,,,,,,,,
MONARCH 6-8,Middle School,2022,2022-23,383.0,471.0,0.8131634819532909,113.0,,,,,,,,,,,,
MONARCH 6-8,Middle School,2023,2023-24,411.0,471.0,0.8726114649681529,124.0,141.0,146.0,,,,,,,,,,
MONARCH 6-8,Middle School,2024,2024-25,399.0,471.0,0.8471337579617835,126.0,132.0,141.0,,,,,,,,,,
MONARCH 6-8,Middle School,2025,2025-26,422.0,471.0,0.8959660297239915,135.0,147.0,140.0,,,,,,,,,,
MONARCH K-5,Elementary,2014,2014-15,417.0,419.0,0.9952267303102625,,,,,,,,,,,,,
MONARCH K-5,Elementary,2015,2015-16,419.0,419.0,1.0,,,,,,,,,,,,,
MONARCH K-5,Elementary,2016,2016-17,414.0,419.0,0.9880668257756563,51.0,56.0,77.0,59.0,74.0,60.0,19.0,,,,,,
MONARCH K-5,Elementary,2017,2017-18,418.0,419.0,0.9976133651551312,47.0,68.0,52.0,69.0,70.0,72.0,18.0,,,,,,
MONARCH K-5,Elementary,2018,2018-19,379.0,419.0,0.9045346062052506,,,,,,,,,,,,,
MONARCH K-5,Elementary,2019,2019-20,384.0,419.0,0.9164677804295943,60.0,45.0,58.0,61.0,59.0,65.0,5.0,,,,,,
MONARCH K-5,Elementary,2020,2020-21,333.0,419.0,0.7947494033412887,37.0,56.0,40.0,51.0,62.0,55.0,5.0,,,,,,
MONARCH K-5,Elementary,2021,2021-22,311.0,419.0,0.7422434367541766,36.0,39.0,50.0,47.0,54.0,64.0,18.0,,,,,,
MONARCH K-5,Elementary,2022,2022-23,322.0,419.0,0.7684964200477327,34.0,34.0,47.0,57.0,52.0,62.0,10.0,,,,,,
MONARCH K-5,Elementary,2023,2023-24,275.0,419.0,0.6563245823389021,39.0,36.0,40.0,47.0,58.0,55.0,53.0,,,,,,
MONARCH K-5,Elementary,2024,2024-25,266.0,419.0,0.6348448687350835,41.0,36.0,40.0,41.0,48.0,60.0,,,,,,,
MONARCH K-5,Elementary,2025,2025-26,264.0,419.0,0.630071599045346,43.0,33.0,39.0,44.0,55.0,50.0,,,,,,,
MONTESSORI SCHOOL,Elementary,2014,2014-15,270.0,270.0,1.0,,,,,,,,,,,,,
MONTESSORI SCHOOL,Elementary,2015,2015-16,262.0,270.0,0.9703703703703703,,,,,,,,,,,,,
MONTESSORI SCHOOL,Elementary,2016,2016-17,251.0,270.0,0.9296296296296296,43.0,45.0,43.0,44.0,37.0,39.0,61.0,,,,,,
MONTESSORI SCHOOL,Elementary,2017,2017-18,248.0,270.0,0.9185185185185185,40.0,47.0,46.0,40.0,38.0,37.0,54.0,,,,,,
MONTESSORI SCHOOL,Elementary,2018,2018-19,254.0,270.0,0.9407407407407408,,,,,,,,,,,,,
MONTESSORI SCHOOL,Elementary,2019,2019-20,252.0,270.0,0.9333333333333333,41.0,42.0,47.0,40.0,40.0,42.0,56.0,,,,,,
MONTESSORI SCHOOL,Elementary,2020,2020-21,208.0,270.0,0.7703703703703704,33.0,39.0,32.0,35.0,33.0,36.0,33.0,,,,,,
MONTESSORI SCHOOL,Elementary,2021,2021-22,214.0,270.0,0.7925925925925926,36.0,39.0,40.0,33.0,33.0,32.0,49.0,,,,,,
MONTESSORI SCHOOL,Elementary,2022,2022-23,228.0,270.0,0.8444444444444444,43.0,33.0,46.0,40.0,34.0,32.0,48.0,,,,,,
MONTESSORI SCHOOL,Elementary,2023,2023-24,229.0,270.0,0.8481481481481481,42.0,41.0,35.0,43.0,37.0,31.0,50.0,,,,,,
MONTESSORI SCHOOL,Elementary,2024,2024-25,232.0,270.0,0.8592592592592593,41.0,38.0,42.0,37.0,41.0,33.0,,,,,,,
MONTESSORI SCHOOL,Elementary,2025,2025-26,195.0,270.0,0.7222222222222222,33.0,34.0,29.0,38.0,25.0,36.0,,,,,,,
NEDERLAND,Elementary,2014,2014-15,285.0,285.0,1.0,,,,,,,,,,,,,
NEDERLAND,Elementary,2015,2015-16,276.0,285.0,0.968421052631579,,,,,,,,,,,,,
NEDERLAND,Elementary,2016,2016-17,276.0,285.0,0.968421052631579,34.0,43.0,50.0,39.0,49.0,45.0,8.0,,,,,,
NEDERLAND,Elementary,2017,2017-18,274.0,285.0,0.9614035087719298,41.0,39.0,40.0,52.0,39.0,47.0,7.0,,,,,,
NEDERLAND,Elementary,2018,2018-19,263.0,285.0,0.9228070175438596,,,,,,,,,,,,,
NEDERLAND,Elementary,2019,2019-20,241.0,285.0,0.8456140350877193,31.0,30.0,41.0,44.0,36.0,44.0,20.0,,,,,,
NEDERLAND,Elementary,2020,2020-21,205.0,285.0,0.7192982456140351,20.0,30.0,27.0,32.0,38.0,35.0,6.0,,,,,,
NEDERLAND,Elementary,2021,2021-22,191.0,285.0,0.6701754385964912,36.0,20.0,32.0,26.0,33.0,34.0,9.0,,,,,,
NEDERLAND,Elementary,2022,2022-23,188.0,285.0,0.6596491228070176,23.0,35.0,23.0,30.0,28.0,31.0,3.0,,,,,,
NEDERLAND,Elementary,2023,2023-24,165.0,285.0,0.5789473684210527,24.0,21.0,35.0,27.0,28.0,30.0,28.0,,,,,,
NEDERLAND,Elementary,2024,2024-25,172.0,285.0,0.6035087719298246,33.0,23.0,24.0,33.0,28.0,31.0,,,,,,,
NEDERLAND,Elementary,2025,2025-26,165.0,285.0,0.5789473684210527,25.0,31.0,22.0,26.0,32.0,29.0,,,,,,,
NEDERLAND 6-8,Middle School,2014,2014-15,148.0,148.0,1.0,,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2015,2015-16,128.0,148.0,0.8648648648648649,,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2016,2016-17,135.0,148.0,0.9121621621621622,45.0,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2017,2017-18,127.0,148.0,0.8581081081081081,41.0,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2018,2018-19,125.0,148.0,0.8445945945945946,,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2019,2019-20,116.0,148.0,0.7837837837837838,38.0,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2020,2020-21,105.0,148.0,0.7094594594594594,36.0,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2021,2021-22,108.0,148.0,0.7297297297297297,35.0,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2022,2022-23,106.0,148.0,0.7162162162162162,29.0,,,,,,,,,,,,
NEDERLAND 6-8,Middle School,2023,2023-24,111.0,148.0,0.75,31.0,39.0,41.0,,,,,,,,,,
NEDERLAND 6-8,Middle School,2024,2024-25,99.0,148.0,0.668918918918919,33.0,29.0,37.0,,,,,,,,,,
NEDERLAND 6-8,Middle School,2025,2025-26,92.0,148.0,0.6216216216216216,30.0,34.0,28.0,,,,,,,,,,
NEDERLAND 9-12,High School,2014,2014-15,155.0,155.0,1.0,,,,,,,,,,,,,
NEDERLAND 9-12,High School,2015,2015-16,142.0,155.0,0.9161290322580645,,,,,,,,,,,,,
NEDERLAND 9-12,High School,2016,2016-17,127.0,155.0,0.8193548387096774,27.0,32.0,,,,,,,,,,,
NEDERLAND 9-12,High School,2017,2017-18,140.0,155.0,0.9032258064516129,37.0,38.0,,,,,,,,,,,
NEDERLAND 9-12,High School,2018,2018-19,145.0,155.0,0.9354838709677419,,,,,,,,,,,,,
NEDERLAND 9-12,High School,2019,2019-20,107.0,155.0,0.6903225806451613,25.0,27.0,,,,,,,,,,,
NEDERLAND 9-12,High School,2020,2020-21,106.0,155.0,0.6838709677419355,25.0,21.0,,,,,,,,,,,
NEDERLAND 9-12,High School,2021,2021-22,117.0,155.0,0.7548387096774194,29.0,26.0,,,,,,,,,,,
NEDERLAND 9-12,High School,2022,2022-23,128.0,155.0,0.8258064516129032,35.0,30.0,,,,,,,,,,,
NEDERLAND 9-12,High School,2023,2023-24,110.0,155.0,0.7096774193548387,18.0,28.0,33.0,31.0,,,,,,,,,
NEDERLAND 9-12,High School,2024,2024-25,112.0,155.0,0.7225806451612903,37.0,16.0,29.0,30.0,,,,,,,,,
NEDERLAND 9-12,High School,2025,2025-26,100.0,155.0,0.6451612903225806,29.0,27.0,15.0,29.0,,,,,,,,,
NEW VISTA,High School,2014,2014-15,281.0,328.0,0.8567073170731707,,,,,,,,,,,,,
NEW VISTA,High School,2015,2015-16,294.0,328.0,0.8963414634146342,,,,,,,,,,,,,
NEW VISTA,High School,2016,2016-17,294.0,328.0,0.8963414634146342,74.0,84.0,,,,,,,,,,,
NEW VISTA,High School,2017,2017-18,306.0,328.0,0.9329268292682927,93.0,64.0,,,,,,,,,,,
NEW VISTA,High School,2018,2018-19,312.0,328.0,0.9512195121951219,,,,,,,,,,,,,
NEW VISTA,High School,2019,2019-20,328.0,328.0,1.0,92.0,82.0,,,,,,,,,,,
NEW VISTA,High School,2020,2020-21,309.0,328.0,0.9420731707317073,84.0,80.0,,,,,,,,,,,
NEW VISTA,High School,2021,2021-22,287.0,328.0,0.875,74.0,72.0,,,,,,,,,,,
NEW VISTA,High School,2022,2022-23,311.0,328.0,0.948170731707317,77.0,69.0,,,,,,,,,,,
NEW VISTA,High School,2023,2023-24,310.0,328.0,0.9451219512195121,60.0,92.0,92.0,66.0,,,,,,,,,
NEW VISTA,High School,2024,2024-25,319.0,328.0,0.9725609756097561,57.0,76.0,97.0,89.0,,,,,,,,,
NEW VISTA,High School,2025,2025-26,307.0,328.0,0.9359756097560976,69.0,65.0,78.0,95.0,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2014,2014-15,405.0,406.0,0.9975369458128078,,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2015,2015-16,405.0,406.0,0.9975369458128078,,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2016,2016-17,406.0,406.0,1.0,135.0,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2017,2017-18,406.0,406.0,1.0,135.0,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2018,2018-19,404.0,406.0,0.9950738916256158,,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2019,2019-20,406.0,406.0,1.0,135.0,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2020,2020-21,406.0,406.0,1.0,136.0,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2021,2021-22,405.0,406.0,0.9975369458128078,136.0,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2022,2022-23,405.0,406.0,0.9975369458128078,135.0,,,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2023,2023-24,405.0,406.0,0.9975369458128078,136.0,135.0,134.0,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2024,2024-25,403.0,406.0,0.9926108374384236,135.0,134.0,134.0,,,,,,,,,,
PEAK TO PEAK 6-8,Middle School,2025,2025-26,404.0,406.0,0.9950738916256158,134.0,135.0,135.0,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2014,2014-15,596.0,599.0,0.994991652754591,,,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2015,2015-16,583.0,599.0,0.9732888146911519,,,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2016,2016-17,588.0,599.0,0.9816360601001669,140.0,140.0,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2017,2017-18,589.0,599.0,0.9833055091819699,155.0,136.0,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2018,2018-19,593.0,599.0,0.989983305509182,,,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2019,2019-20,591.0,599.0,0.986644407345576,145.0,136.0,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2020,2020-21,591.0,599.0,0.986644407345576,145.0,137.0,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2021,2021-22,590.0,599.0,0.9849749582637729,139.0,142.0,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2022,2022-23,596.0,599.0,0.994991652754591,146.0,135.0,,,,,,,,,,,
PEAK TO PEAK 9-12,High School,2023,2023-24,599.0,599.0,1.0,154.0,157.0,152.0,136.0,,,,,,,,,
PEAK TO PEAK 9-12,High School,2024,2024-25,599.0,599.0,1.0,149.0,146.0,159.0,145.0,,,,,,,,,
PEAK TO PEAK 9-12,High School,2025,2025-26,595.0,599.0,0.993322203672788,153.0,141.0,149.0,152.0,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2014,2014-15,456.0,457.0,0.9978118161925602,,,,,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2015,2015-16,457.0,457.0,1.0,,,,,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2016,2016-17,451.0,457.0,0.986870897155361,72.0,78.0,77.0,79.0,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2017,2017-18,450.0,457.0,0.9846827133479212,72.0,78.0,78.0,78.0,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2018,2018-19,449.0,457.0,0.9824945295404814,,,,,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2019,2019-20,453.0,457.0,0.9912472647702407,72.0,78.0,79.0,78.0,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2020,2020-21,456.0,457.0,0.9978118161925602,72.0,79.0,82.0,78.0,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2021,2021-22,453.0,457.0,0.9912472647702407,75.0,78.0,78.0,78.0,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2022,2022-23,449.0,457.0,0.9824945295404814,71.0,78.0,78.0,79.0,,,,,,,,,
PEAK TO PEAK K-5,Elementary,2023,2023-24,447.0,457.0,0.9781181619256017,69.0,72.0,72.0,78.0,78.0,78.0,,,,,,,
PEAK TO PEAK K-5,Elementary,2024,2024-25,444.0,457.0,0.9715536105032823,70.0,70.0,72.0,77.0,78.0,77.0,,,,,,,
PEAK TO PEAK K-5,Elementary,2025,2025-26,450.0,457.0,0.9846827133479212,72.0,72.0,72.0,78.0,78.0,78.0,,,,,,,
PIONEER,Elementary,2014,2014-15,473.0,480.0,0.9854166666666667,,,,,,,,,,,,,
PIONEER,Elementary,2015,2015-16,480.0,480.0,1.0,,,,,,,,,,,,,
PIONEER,Elementary,2016,2016-17,469.0,480.0,0.9770833333333333,80.0,76.0,76.0,70.0,75.0,58.0,22.0,,,,,,
PIONEER,Elementary,2017,2017-18,477.0,480.0,0.99375,82.0,77.0,75.0,74.0,64.0,72.0,20.0,,,,,,
PIONEER,Elementary,2018,2018-19,474.0,480.0,0.9875,,,,,,,,,,,,,
PIONEER,Elementary,2019,2019-20,466.0,480.0,0.9708333333333333,79.0,73.0,72.0,75.0,64.0,70.0,13.0,,,,,,
PIONEER,Elementary,2020,2020-21,457.0,480.0,0.9520833333333333,72.0,76.0,70.0,69.0,75.0,63.0,15.0,,,,,,
PIONEER,Elementary,2021,2021-22,461.0,480.0,0.9604166666666667,73.0,77.0,74.0,71.0,65.0,70.0,19.0,,,,,,
PIONEER,Elementary,2022,2022-23,448.0,480.0,0.9333333333333333,80.0,67.0,68.0,72.0,65.0,58.0,17.0,,,,,,
PIONEER,Elementary,2023,2023-24,416.0,480.0,0.8666666666666667,76.0,75.0,64.0,68.0,69.0,64.0,72.0,,,,,,
PIONEER,Elementary,2024,2024-25,397.0,480.0,0.8270833333333333,63.0,69.0,68.0,66.0,69.0,62.0,,,,,,,
PIONEER,Elementary,2025,2025-26,371.0,480.0,0.7729166666666667,63.0,60.0,62.0,62.0,59.0,65.0,,,,,,,
PLATT,Middle School,2014,2014-15,557.0,639.0,0.8716744913928013,,,,,,,,,,,,,
PLATT,Middle School,2015,2015-16,602.0,639.0,0.9420970266040689,,,,,,,,,,,,,
PLATT,Middle School,2016,2016-17,639.0,639.0,1.0,195.0,,,,,,,,,,,,
PLATT,Middle School,2017,2017-18,628.0,639.0,0.9827856025039123,213.0,,,,,,,,,,,,
PLATT,Middle School,2018,2018-19,581.0,639.0,0.9092331768388107,,,,,,,,,,,,,
PLATT,Middle School,2019,2019-20,531.0,639.0,0.8309859154929577,177.0,,,,,,,,,,,,
PLATT,Middle School,2020,2020-21,473.0,639.0,0.7402190923317684,167.0,,,,,,,,,,,,
PLATT,Middle School,2021,2021-22,455.0,639.0,0.7120500782472613,150.0,,,,,,,,,,,,
PLATT,Middle School,2022,2022-23,466.0,639.0,0.729264475743349,154.0,,,,,,,,,,,,
PLATT,Middle School,2023,2023-24,504.0,639.0,0.7887323943661971,190.0,158.0,156.0,,,,,,,,,,
PLATT,Middle School,2024,2024-25,482.0,639.0,0.7543035993740219,136.0,187.0,159.0,,,,,,,,,,
PLATT,Middle School,2025,2025-26,485.0,639.0,0.758998435054773,159.0,142.0,184.0,,,,,,,,,,
RYAN,Elementary,2014,2014-15,410.0,555.0,0.7387387387387387,,,,,,,,,,,,,
RYAN,Elementary,2015,2015-16,417.0,555.0,0.7513513513513513,,,,,,,,,,,,,
RYAN,Elementary,2016,2016-17,458.0,555.0,0.8252252252252252,62.0,71.0,68.0,72.0,84.0,76.0,7.0,,,,,,
RYAN,Elementary,2017,2017-18,482.0,555.0,0.8684684684684685,74.0,70.0,77.0,64.0,76.0,85.0,17.0,,,,,,
RYAN,Elementary,2018,2018-19,500.0,555.0,0.9009009009009009,,,,,,,,,,,,,
RYAN,Elementary,2019,2019-20,555.0,555.0,1.0,82.0,87.0,90.0,84.0,83.0,74.0,2.0,,,,,,
RYAN,Elementary,2020,2020-21,448.0,555.0,0.8072072072072072,54.0,68.0,80.0,68.0,77.0,74.0,3.0,,,,,,
RYAN,Elementary,2021,2021-22,477.0,555.0,0.8594594594594595,86.0,59.0,69.0,84.0,75.0,81.0,8.0,,,,,,
RYAN,Elementary,2022,2022-23,418.0,555.0,0.7531531531531531,71.0,80.0,57.0,63.0,78.0,69.0,0.0,,,,,,
RYAN,Elementary,2023,2023-24,426.0,555.0,0.7675675675675676,71.0,69.0,82.0,58.0,69.0,77.0,31.0,,,,,,
RYAN,Elementary,2024,2024-25,411.0,555.0,0.7405405405405405,54.0,73.0,74.0,86.0,59.0,65.0,,,,,,,
RYAN,Elementary,2025,2025-26,394.0,555.0,0.7099099099099099,57.0,51.0,74.0,81.0,76.0,55.0,,,,,,,
SANCHEZ,Elementary,2014,2014-15,359.0,403.0,0.890818858560794,,,,,,,,,,,,,
SANCHEZ,Elementary,2015,2015-16,379.0,403.0,0.9404466501240695,,,,,,,,,,,,,
SANCHEZ,Elementary,2016,2016-17,403.0,403.0,1.0,65.0,55.0,47.0,57.0,59.0,61.0,1.0,,,,,,
SANCHEZ,Elementary,2017,2017-18,401.0,403.0,0.9950372208436724,70.0,65.0,54.0,40.0,65.0,61.0,3.0,,,,,,
SANCHEZ,Elementary,2018,2018-19,382.0,403.0,0.9478908188585607,,,,,,,,,,,,,
SANCHEZ,Elementary,2019,2019-20,355.0,403.0,0.8808933002481389,48.0,42.0,55.0,53.0,53.0,52.0,1.0,,,,,,
SANCHEZ,Elementary,2020,2020-21,303.0,403.0,0.7518610421836228,44.0,42.0,35.0,53.0,45.0,48.0,0.0,,,,,,
SANCHEZ,Elementary,2021,2021-22,323.0,403.0,0.8014888337468983,44.0,53.0,52.0,38.0,56.0,47.0,4.0,,,,,,
SANCHEZ,Elementary,2022,2022-23,331.0,403.0,0.8213399503722084,58.0,48.0,50.0,45.0,44.0,58.0,3.0,,,,,,
SANCHEZ,Elementary,2023,2023-24,286.0,403.0,0.7096774193548387,31.0,52.0,50.0,45.0,52.0,56.0,34.0,,,,,,
SANCHEZ,Elementary,2024,2024-25,289.0,403.0,0.71712158808933,47.0,42.0,50.0,48.0,50.0,52.0,,,,,,,
SANCHEZ,Elementary,2025,2025-26,276.0,403.0,0.684863523573201,37.0,51.0,34.0,53.0,52.0,49.0,,,,,,,
SOUTHERN HILLS,Middle School,2014,2014-15,560.0,560.0,1.0,,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2015,2015-16,555.0,560.0,0.9910714285714286,,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2016,2016-17,559.0,560.0,0.9982142857142857,205.0,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2017,2017-18,555.0,560.0,0.9910714285714286,193.0,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2018,2018-19,538.0,560.0,0.9607142857142857,,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2019,2019-20,529.0,560.0,0.9446428571428571,191.0,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2020,2020-21,475.0,560.0,0.8482142857142857,159.0,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2021,2021-22,482.0,560.0,0.8607142857142858,161.0,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2022,2022-23,456.0,560.0,0.8142857142857143,176.0,,,,,,,,,,,,
SOUTHERN HILLS,Middle School,2023,2023-24,493.0,560.0,0.8803571428571428,181.0,140.0,172.0,,,,,,,,,,
SOUTHERN HILLS,Middle School,2024,2024-25,502.0,560.0,0.8964285714285715,168.0,185.0,149.0,,,,,,,,,,
SOUTHERN HILLS,Middle School,2025,2025-26,560.0,560.0,1.0,194.0,180.0,186.0,,,,,,,,,,
SUMMIT,Middle School,2014,2014-15,349.0,366.0,0.953551912568306,,,,,,,,,,,,,
SUMMIT,Middle School,2015,2015-16,353.0,366.0,0.9644808743169399,,,,,,,,,,,,,
SUMMIT,Middle School,2016,2016-17,354.0,366.0,0.9672131147540983,113.0,,,,,,,,,,,,
SUMMIT,Middle School,2017,2017-18,357.0,366.0,0.9754098360655737,117.0,,,,,,,,,,,,
SUMMIT,Middle School,2018,2018-19,358.0,366.0,0.9781420765027322,,,,,,,,,,,,,
SUMMIT,Middle School,2019,2019-20,359.0,366.0,0.9808743169398907,118.0,,,,,,,,,,,,
SUMMIT,Middle School,2020,2020-21,356.0,366.0,0.9726775956284153,117.0,,,,,,,,,,,,
SUMMIT,Middle School,2021,2021-22,356.0,366.0,0.9726775956284153,112.0,,,,,,,,,,,,
SUMMIT,Middle School,2022,2022-23,360.0,366.0,0.9836065573770492,114.0,,,,,,,,,,,,
SUMMIT,Middle School,2023,2023-24,360.0,366.0,0.9836065573770492,123.0,121.0,116.0,,,,,,,,,,
SUMMIT,Middle School,2024,2024-25,366.0,366.0,1.0,123.0,123.0,120.0,,,,,,,,,,
SUMMIT,Middle School,2025,2025-26,365.0,366.0,0.9972677595628415,123.0,120.0,122.0,,,,,,,,,,
SUPERIOR,Elementary,2014,2014-15,505.0,505.0,1.0,,,,,,,,,,,,,
SUPERIOR,Elementary,2015,2015-16,486.0,505.0,0.9623762376237623,,,,,,,,,,,,,
SUPERIOR,Elementary,2016,2016-17,464.0,505.0,0.9188118811881189,67.0,93.0,78.0,89.0,,,,,,,,,
SUPERIOR,Elementary,2017,2017-18,459.0,505.0,0.9089108910891089,72.0,67.0,96.0,83.0,,,,,,,,,
SUPERIOR,Elementary,2018,2018-19,439.0,505.0,0.8693069306930693,,,,,,,,,,,,,
SUPERIOR,Elementary,2019,2019-20,435.0,505.0,0.8613861386138614,69.0,89.0,70.0,73.0,,,,,,,,,
SUPERIOR,Elementary,2020,2020-21,418.0,505.0,0.8277227722772277,75.0,66.0,91.0,65.0,,,,,,,,,
SUPERIOR,Elementary,2021,2021-22,453.0,505.0,0.897029702970297,74.0,80.0,67.0,98.0,,,,,,,,,
SUPERIOR,Elementary,2022,2022-23,420.0,505.0,0.8316831683168316,78.0,70.0,76.0,67.0,,,,,,,,,
SUPERIOR,Elementary,2023,2023-24,429.0,505.0,0.8495049504950495,74.0,71.0,64.0,82.0,70.0,68.0,,,,,,,
SUPERIOR,Elementary,2024,2024-25,418.0,505.0,0.8277227722772277,55.0,76.0,66.0,71.0,82.0,68.0,,,,,,,
SUPERIOR,Elementary,2025,2025-26,432.0,505.0,0.8554455445544554,78.0,55.0,78.0,72.0,72.0,77.0,,,,,,,
TEC (INCLUDED IN HOME HS COUNTS),Other Program,2018,2018-19,112.0,234.0,0.47863247863247865,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS COUNTS),Other Program,2019,2019-20,183.0,234.0,0.782051282051282,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS COUNTS),Other Program,2020,2020-21,144.0,234.0,0.6153846153846154,,,,,,,,,,,,,
TEC (INCLUDED IN HOME HS COUNTS),Other Program,2021,2021-22,163.0,234.0,0.6965811965811965,,,,,,,,,,,,,
